gene	status	length_ours	length_reference	length_difference	first_difference_1_based	orf_end_1_based	first_difference_is_right_after_orf	triplet_at_difference_in_ours	triplet_is_stop_codon
ENSG00000086666	extra_triplet_right_after_orf	1814	1811	3	1047	1046	True	TGA	True
ENSG00000086712	extra_triplet_right_after_orf	4401	4398	3	1646	1645	True	TAA	True
ENSG00000086730	extra_triplet_right_after_orf	2453	2450	3	867	866	True	TAG	True
ENSG00000086827	extra_triplet_right_after_orf	2992	2989	3	2483	2482	True	TAG	True
ENSG00000086848	extra_triplet_right_after_orf	2069	2066	3	1954	1953	True	TAG	True
ENSG00000086967	extra_triplet_right_after_orf	3593	3590	3	3475	3474	True	TGA	True
ENSG00000087008	extra_triplet_right_after_orf	2860	2857	3	2180	2178	True	TAG	True
ENSG00000087053	extra_triplet_right_after_orf	4681	4678	3	2271	2270	True	TAA	True
ENSG00000087074	extra_triplet_right_after_orf	2378	2375	3	2292	2291	True	TGA	True
ENSG00000087076	extra_triplet_right_after_orf	1238	1235	3	1079	1077	True	TGA	True
ENSG00000087077	extra_triplet_right_after_orf	1942	1939	3	1789	1788	True	TGA	True
ENSG00000087085	extra_triplet_right_after_orf	2956	2953	3	1991	1990	True	TGA	True
ENSG00000087086	extra_triplet_right_after_orf	878	875	3	733	732	True	TAA	True
ENSG00000087087	extra_triplet_right_after_orf	2905	2902	3	2788	2787	True	TGA	True
ENSG00000087095	extra_triplet_right_after_orf	4047	4044	3	2302	2299	True	TGA	True
ENSG00000087111	extra_triplet_right_after_orf	2877	2874	3	2042	2041	True	TGA	True
ENSG00000087116	extra_triplet_right_after_orf	6754	6751	3	3739	3735	True	TAA	True
ENSG00000087157	extra_triplet_right_after_orf	2201	2198	3	1695	1694	True	TGA	True
ENSG00000087191	extra_triplet_right_after_orf	1579	1576	3	1527	1526	True	TGA	True
ENSG00000087206	extra_triplet_right_after_orf	2570	2567	3	2291	2290	True	TGA	True
ENSG00000087245	extra_triplet_right_after_orf	3741	3738	3	2490	2489	True	TGA	True
ENSG00000087253	extra_triplet_right_after_orf	5391	5388	3	1817	1816	True	TGA	True
ENSG00000087258	extra_triplet_right_after_orf	5574	5571	3	1323	1322	True	TGA	True
ENSG00000087263	extra_triplet_right_after_orf	4647	4644	3	1750	1749	True	TGA	True
ENSG00000087266	extra_triplet_right_after_orf	9158	9155	3	1896	1893	True	TGA	True
ENSG00000087269	extra_triplet_right_after_orf	3538	3535	3	2638	2637	True	TAA	True
ENSG00000087274	extra_triplet_right_after_orf	4045	4042	3	2493	2492	True	TGA	True
ENSG00000087299	extra_triplet_right_after_orf	6414	6411	3	1788	1787	True	TAA	True
ENSG00000087301	extra_triplet_right_after_orf	4564	4561	3	2849	2847	True	TAA	True
ENSG00000087302	extra_triplet_right_after_orf	7075	7072	3	898	897	True	TGA	True
ENSG00000087338	extra_triplet_right_after_orf	4191	4188	3	1797	1796	True	TGA	True
ENSG00000087365	extra_triplet_right_after_orf	2903	2900	3	2735	2734	True	TAG	True
ENSG00000087448	extra_triplet_right_after_orf	6703	6700	3	1827	1826	True	TGA	True
ENSG00000087460	extra_triplet_right_after_orf	4029	4026	3	3664	3663	True	TAA	True
ENSG00000087470	extra_triplet_right_after_orf	2699	2696	3	2325	2324	True	TGA	True
ENSG00000087495	extra_triplet_right_after_orf	2728	2725	3	2145	2144	True	TAG	True
ENSG00000087510	extra_triplet_right_after_orf	2866	2863	3	1594	1593	True	TAA	True
ENSG00000087586	extra_triplet_right_after_orf	2238	2235	3	1467	1466	True	TAG	True
ENSG00000087842	extra_triplet_right_after_orf	1539	1536	3	1333	1331	True	TAG	True
ENSG00000087884	extra_triplet_right_after_orf	606	603	3	567	564	True	TGA	True
ENSG00000087903	extra_triplet_right_after_orf	3993	3990	3	2320	2319	True	TAG	True
ENSG00000087995	extra_triplet_right_after_orf	2537	2534	3	1171	1170	True	TGA	True
ENSG00000088002	extra_triplet_right_after_orf	1295	1292	3	1277	1273	True	TAA	True
ENSG00000088035	extra_triplet_right_after_orf	1895	1892	3	1736	1735	True	TAG	True
ENSG00000088038	extra_triplet_right_after_orf	2852	2849	3	2576	2575	True	TGA	True
ENSG00000088053	extra_triplet_right_after_orf	2268	2265	3	1890	1888	True	TGA	True
ENSG00000088179	extra_triplet_right_after_orf	10300	10297	3	3550	3549	True	TAA	True
ENSG00000088205	extra_triplet_right_after_orf	3796	3793	3	2139	2138	True	TGA	True
ENSG00000088247	extra_triplet_right_after_orf	2993	2990	3	2227	2226	True	TGA	True
ENSG00000088256	extra_triplet_right_after_orf	4147	4144	3	1320	1319	True	TGA	True
ENSG00000088280	extra_triplet_right_after_orf	4050	4047	3	2755	2754	True	TAG	True
ENSG00000088298	extra_triplet_right_after_orf	1919	1916	3	1841	1840	True	TAA	True
ENSG00000088305	extra_triplet_right_after_orf	4336	4333	3	2882	2880	True	TAG	True
ENSG00000088325	extra_triplet_right_after_orf	3605	3602	3	2878	2877	True	TAA	True
ENSG00000088356	extra_triplet_right_after_orf	1998	1995	3	531	530	True	TGA	True
ENSG00000088367	extra_triplet_right_after_orf	6266	6263	3	2805	2804	True	TGA	True
ENSG00000088387	extra_triplet_right_after_orf	7526	7523	3	6362	6361	True	TGA	True
ENSG00000088448	extra_triplet_right_after_orf	2495	2492	3	1396	1395	True	TAG	True
ENSG00000088451	extra_triplet_right_after_orf	1905	1902	3	1173	1171	True	TAA	True
ENSG00000088538	extra_triplet_right_after_orf	8755	8752	3	6114	6113	True	TGA	True
ENSG00000088543	extra_triplet_right_after_orf	2486	2483	3	852	851	True	TGA	True
ENSG00000088682	extra_triplet_right_after_orf	1677	1674	3	1024	1023	True	TGA	True
ENSG00000088727	extra_triplet_right_after_orf	3357	3354	3	2729	2728	True	TAG	True
ENSG00000088766	extra_triplet_right_after_orf	3958	3955	3	1064	1060	True	TGA	True
ENSG00000088808	extra_triplet_right_after_orf	4958	4955	3	3554	3553	True	TGA	True
ENSG00000088812	extra_triplet_right_after_orf	8633	8630	3	4358	4355	True	TGA	True
ENSG00000088826	extra_triplet_right_after_orf	2322	2319	3	1981	1980	True	TGA	True
ENSG00000088833	extra_triplet_right_after_orf	2800	2797	3	1211	1210	True	TAA	True
ENSG00000088836	extra_triplet_right_after_orf	3229	3226	3	2857	2856	True	TGA	True
ENSG00000088854	extra_triplet_right_after_orf	6869	6866	3	3600	3599	True	TAG	True
ENSG00000088876	extra_triplet_right_after_orf	3675	3672	3	2335	2334	True	TGA	True
ENSG00000088882	extra_triplet_right_after_orf	2391	2388	3	2269	2267	True	TGA	True
ENSG00000088888	extra_triplet_right_after_orf	11714	11711	3	1750	1748	True	TAG	True
ENSG00000088899	extra_triplet_right_after_orf	5257	5254	3	3419	3417	True	TGA	True
ENSG00000088930	extra_triplet_right_after_orf	3437	3434	3	2946	2945	True	TAA	True
ENSG00000088970	extra_triplet_right_after_orf	2130	2127	3	2082	2081	True	TAA	True
ENSG00000088986	extra_triplet_right_after_orf	814	811	3	529	528	True	TAA	True
ENSG00000088992	extra_triplet_right_after_orf	1041	1038	3	830	829	True	TGA	True
ENSG00000089006	extra_triplet_right_after_orf	2288	2285	3	1527	1525	True	TGA	True
ENSG00000089009	extra_triplet_right_after_orf	947	944	3	920	919	True	TAA	True
ENSG00000089022	extra_triplet_right_after_orf	1630	1627	3	1529	1527	True	TAA	True
ENSG00000089041	extra_triplet_right_after_orf	5161	5158	3	1929	1928	True	TGA	True
ENSG00000089048	extra_triplet_right_after_orf	3216	3213	3	2662	2661	True	TAA	True
ENSG00000089050	extra_triplet_right_after_orf	3861	3858	3	635	634	True	TAG	True
ENSG00000089053	extra_triplet_right_after_orf	2513	2510	3	2388	2387	True	TAG	True
ENSG00000089057	extra_triplet_right_after_orf	6962	6959	3	2344	2343	True	TAG	True
ENSG00000089060	extra_triplet_right_after_orf	3289	3286	3	2269	2268	True	TGA	True
ENSG00000089063	extra_triplet_right_after_orf	1562	1559	3	609	608	True	TAG	True
ENSG00000089091	extra_triplet_right_after_orf	3498	3495	3	2466	2465	True	TAG	True
ENSG00000089094	extra_triplet_right_after_orf	4595	4592	3	4083	4081	True	TAG	True
ENSG00000089123	extra_triplet_right_after_orf	2352	2349	3	1382	1381	True	TGA	True
ENSG00000089127	extra_triplet_right_after_orf	1684	1681	3	1500	1499	True	TGA	True
ENSG00000089154	extra_triplet_right_after_orf	8675	8672	3	8027	8026	True	TGA	True
ENSG00000089157	extra_triplet_right_after_orf	1218	1215	3	1130	1128	True	TAA	True
ENSG00000089159	extra_triplet_right_after_orf	3835	3832	3	1958	1957	True	TAG	True
ENSG00000089163	extra_triplet_right_after_orf	1217	1214	3	1002	1001	True	TGA	True
ENSG00000089177	extra_triplet_right_after_orf	4640	4637	3	4335	4334	True	TAA	True
ENSG00000089195	extra_triplet_right_after_orf	2327	2324	3	1623	1622	True	TAA	True
ENSG00000089220	extra_triplet_right_after_orf	1697	1694	3	914	913	True	TAG	True
ENSG00000089234	extra_triplet_right_after_orf	4026	4023	3	1971	1970	True	TGA	True
ENSG00000089248	extra_triplet_right_after_orf	1735	1732	3	934	933	True	TAA	True
ENSG00000089280	extra_triplet_right_after_orf	1785	1782	3	1647	1645	True	TAA	True
ENSG00000089289	extra_triplet_right_after_orf	1862	1859	3	1518	1516	True	TGA	True
ENSG00000089327	extra_triplet_right_after_orf	1003	1000	3	663	662	True	TAA	True
ENSG00000089335	extra_triplet_right_after_orf	2635	2632	3	1538	1537	True	TAG	True
ENSG00000089351	extra_triplet_right_after_orf	2825	2822	3	2493	2492	True	TGA	True
ENSG00000089356	extra_triplet_right_after_orf	780	777	3	583	579	True	TGA	True
ENSG00000089472	extra_triplet_right_after_orf	6013	6010	3	3816	3815	True	TAA	True
ENSG00000089486	extra_triplet_right_after_orf	2774	2771	3	875	874	True	TAA	True
ENSG00000089505	extra_triplet_right_after_orf	1064	1061	3	926	925	True	TGA	True
ENSG00000089558	extra_triplet_right_after_orf	3920	3917	3	3385	3384	True	TGA	True
ENSG00000089597	extra_triplet_right_after_orf	3906	3903	3	2915	2914	True	TAA	True
ENSG00000089639	extra_triplet_right_after_orf	3538	3535	3	3049	3048	True	TGA	True
ENSG00000089682	extra_triplet_right_after_orf	1662	1659	3	1271	1270	True	TAG	True
ENSG00000089685	extra_triplet_right_after_orf	2711	2708	3	627	626	True	TGA	True
ENSG00000089692	extra_triplet_right_after_orf	1974	1971	3	1909	1908	True	TGA	True
ENSG00000089693	extra_triplet_right_after_orf	1969	1966	3	1390	1389	True	TGA	True
ENSG00000089723	extra_triplet_right_after_orf	3922	3919	3	913	911	True	TGA	True
ENSG00000089737	extra_triplet_right_after_orf	5612	5609	3	2710	2709	True	TAA	True
ENSG00000089775	extra_triplet_right_after_orf	10372	10369	3	1498	1497	True	TAG	True
ENSG00000089818	extra_triplet_right_after_orf	2587	2584	3	904	903	True	TGA	True
ENSG00000089820	extra_triplet_right_after_orf	3372	3369	3	3017	3016	True	TGA	True
ENSG00000089847	extra_triplet_right_after_orf	4026	4023	3	3715	3714	True	TGA	True
ENSG00000089876	extra_triplet_right_after_orf	3070	3067	3	2721	2720	True	TGA	True
ENSG00000089902	extra_triplet_right_after_orf	5754	5751	3	1682	1681	True	TGA	True
ENSG00000090013	extra_triplet_right_after_orf	873	870	3	771	770	True	TAG	True
ENSG00000090020	extra_triplet_right_after_orf	4516	4513	3	3022	3021	True	TAA	True
ENSG00000090060	extra_triplet_right_after_orf	4519	4516	3	2456	2455	True	TAA	True
ENSG00000090061	extra_triplet_right_after_orf	3524	3521	3	1864	1863	True	TAA	True
ENSG00000090097	extra_triplet_right_after_orf	2015	2012	3	1406	1405	True	TGA	True
ENSG00000090104	extra_triplet_right_after_orf	1405	1402	3	694	693	True	TGA	True
ENSG00000090238	extra_triplet_right_after_orf	1588	1585	3	1190	1189	True	TGA	True
ENSG00000090263	extra_triplet_right_after_orf	4241	4238	3	420	418	True	TAG	True
ENSG00000090266	extra_triplet_right_after_orf	1666	1663	3	390	389	True	TGA	True
ENSG00000090273	extra_triplet_right_after_orf	1800	1797	3	1117	1116	True	TAG	True
ENSG00000090339	extra_triplet_right_after_orf	3252	3249	3	1922	1921	True	TGA	True
ENSG00000090372	extra_triplet_right_after_orf	3628	3625	3	2734	2731	True	TGA	True
ENSG00000090376	extra_triplet_right_after_orf	8663	8660	3	2210	2209	True	TAA	True
ENSG00000090432	extra_triplet_right_after_orf	2438	2435	3	1196	1193	True	TAA	True
ENSG00000090447	extra_triplet_right_after_orf	2215	2212	3	1344	1343	True	TGA	True
ENSG00000090470	extra_triplet_right_after_orf	2851	2848	3	1513	1510	True	TAG	True
ENSG00000090487	extra_triplet_right_after_orf	1822	1819	3	1222	1220	True	TAG	True
ENSG00000090520	extra_triplet_right_after_orf	2398	2395	3	2004	2003	True	TGA	True
ENSG00000090530	extra_triplet_right_after_orf	3509	3506	3	2323	2322	True	TAA	True
ENSG00000090539	extra_triplet_right_after_orf	3521	3518	3	3112	3111	True	TAG	True
ENSG00000090554	extra_triplet_right_after_orf	1076	1073	3	785	784	True	TGA	True
ENSG00000090565	extra_triplet_right_after_orf	4831	4828	3	2657	2656	True	TAG	True
ENSG00000090581	extra_triplet_right_after_orf	1983	1980	3	959	958	True	TGA	True
ENSG00000090615	extra_triplet_right_after_orf	9252	9249	3	5054	5053	True	TGA	True
ENSG00000090621	extra_triplet_right_after_orf	2753	2750	3	2431	2430	True	TAG	True
ENSG00000090661	extra_triplet_right_after_orf	1797	1794	3	1483	1482	True	TAG	True
ENSG00000090674	extra_triplet_right_after_orf	2082	2079	3	1867	1865	True	TGA	True
ENSG00000090686	extra_triplet_right_after_orf	3228	3225	3	3177	3175	True	TAA	True
ENSG00000090776	extra_triplet_right_after_orf	3314	3311	3	1819	1818	True	TGA	True
ENSG00000090857	extra_triplet_right_after_orf	9255	9252	3	3597	3594	True	TGA	True
ENSG00000090861	extra_triplet_right_after_orf	3477	3474	3	3049	3048	True	TGA	True
ENSG00000090863	extra_triplet_right_after_orf	8261	8258	3	3630	3629	True	TGA	True
ENSG00000090889	extra_triplet_right_after_orf	4348	4345	3	3779	3778	True	TGA	True
ENSG00000090905	extra_triplet_right_after_orf	8438	8435	3	6016	6015	True	TAA	True
ENSG00000090924	extra_triplet_right_after_orf	8132	8129	3	5009	5008	True	TGA	True
ENSG00000090971	extra_triplet_right_after_orf	1536	1533	3	922	921	True	TGA	True
ENSG00000090975	extra_triplet_right_after_orf	6736	6733	3	4187	4186	True	TAG	True
ENSG00000090989	extra_triplet_right_after_orf	3357	3354	3	2816	2815	True	TAA	True
ENSG00000091009	extra_triplet_right_after_orf	6451	6448	3	3347	3346	True	TGA	True
ENSG00000091039	extra_triplet_right_after_orf	7239	7236	3	3148	3147	True	TAG	True
ENSG00000091073	extra_triplet_right_after_orf	2472	2469	3	2077	2076	True	TGA	True
ENSG00000091127	extra_triplet_right_after_orf	3480	3477	3	2199	2198	True	TGA	True
ENSG00000091129	extra_triplet_right_after_orf	6685	6682	3	4400	4398	True	TAA	True
ENSG00000091136	extra_triplet_right_after_orf	5766	5763	3	5616	5615	True	TAA	True
ENSG00000091140	extra_triplet_right_after_orf	3755	3752	3	1809	1808	True	TGA	True
ENSG00000091164	extra_triplet_right_after_orf	6894	6891	3	1073	1072	True	TAA	True
ENSG00000091262	extra_triplet_right_after_orf	5747	5744	3	4540	4539	True	TGA	True
ENSG00000091317	extra_triplet_right_after_orf	3863	3860	3	1213	1212	True	TAA	True
ENSG00000091428	extra_triplet_right_after_orf	4299	4296	3	3177	3176	True	TAG	True
ENSG00000091436	extra_triplet_right_after_orf	3741	3738	3	2482	2478	True	TGA	True
ENSG00000091483	extra_triplet_right_after_orf	1797	1794	3	1571	1569	True	TGA	True
ENSG00000091490	extra_triplet_right_after_orf	4520	4517	3	3520	3519	True	TGA	True
ENSG00000091527	extra_triplet_right_after_orf	3307	3304	3	1090	1089	True	TAA	True
ENSG00000091536	extra_triplet_right_after_orf	11860	11857	3	10929	10928	True	TGA	True
ENSG00000091592	extra_triplet_right_after_orf	5075	5072	3	4446	4445	True	TGA	True
ENSG00000091622	extra_triplet_right_after_orf	7086	7083	3	3011	3010	True	TGA	True
ENSG00000091640	extra_triplet_right_after_orf	1058	1055	3	750	749	True	TAG	True
ENSG00000091651	extra_triplet_right_after_orf	1628	1625	3	818	816	True	TGA	True
ENSG00000091704	extra_triplet_right_after_orf	1487	1484	3	1408	1407	True	TGA	True
ENSG00000091732	extra_triplet_right_after_orf	1972	1969	3	1592	1591	True	TGA	True
ENSG00000091844	extra_triplet_right_after_orf	7773	7770	3	657	655	True	TAA	True
ENSG00000091947	extra_triplet_right_after_orf	1830	1827	3	1088	1087	True	TGA	True
ENSG00000091972	extra_triplet_right_after_orf	1524	1521	3	940	939	True	TAA	True
ENSG00000092010	extra_triplet_right_after_orf	1136	1133	3	814	813	True	TAA	True
ENSG00000092020	extra_triplet_right_after_orf	1839	1836	3	1715	1713	True	TGA	True
ENSG00000092036	extra_triplet_right_after_orf	1642	1639	3	1343	1342	True	TGA	True
ENSG00000092068	extra_triplet_right_after_orf	4216	4213	3	2332	2331	True	TGA	True
ENSG00000092094	extra_triplet_right_after_orf	2002	1999	3	1431	1427	True	TAA	True
ENSG00000092096	extra_triplet_right_after_orf	2455	2452	3	2119	2118	True	TGA	True
ENSG00000092098	extra_triplet_right_after_orf	3627	3624	3	3537	3536	True	TAG	True
ENSG00000092108	extra_triplet_right_after_orf	2359	2356	3	2154	2153	True	TAA	True
ENSG00000092140	extra_triplet_right_after_orf	3796	3793	3	3656	3655	True	TAA	True
ENSG00000092148	extra_triplet_right_after_orf	8980	8977	3	8166	8165	True	TGA	True
ENSG00000092199	extra_triplet_right_after_orf	1784	1781	3	1109	1108	True	TAA	True
ENSG00000092201	extra_triplet_right_after_orf	4684	4681	3	3481	3480	True	TAA	True
ENSG00000092203	extra_triplet_right_after_orf	4711	4708	3	2141	2139	True	TAG	True
ENSG00000092208	extra_triplet_right_after_orf	1420	1417	3	926	923	True	TGA	True
ENSG00000092295	extra_triplet_right_after_orf	2777	2774	3	2576	2575	True	TAG	True
ENSG00000092330	extra_triplet_right_after_orf	1852	1849	3	1697	1695	True	TGA	True
ENSG00000092421	extra_triplet_right_after_orf	4256	4253	3	3392	3390	True	TAA	True
ENSG00000092439	extra_triplet_right_after_orf	10400	10397	3	5880	5877	True	TAA	True
ENSG00000092445	extra_triplet_right_after_orf	8207	8204	3	2895	2894	True	TAG	True
ENSG00000092470	extra_triplet_right_after_orf	3978	3975	3	1949	1948	True	TGA	True
ENSG00000092529	extra_triplet_right_after_orf	3228	3225	3	2683	2682	True	TGA	True
ENSG00000092531	extra_triplet_right_after_orf	2687	2684	3	1102	1101	True	TAA	True
ENSG00000092621	extra_triplet_right_after_orf	1913	1910	3	1736	1735	True	TAA	True
ENSG00000092820	extra_triplet_right_after_orf	3068	3065	3	1893	1892	True	TAA	True
ENSG00000092841	extra_triplet_right_after_orf	1221	1218	3	755	754	True	TGA	True
ENSG00000092853	extra_triplet_right_after_orf	4169	4166	3	4076	4075	True	TAA	True
ENSG00000092871	extra_triplet_right_after_orf	7293	7290	3	1313	1312	True	TGA	True
ENSG00000092929	extra_triplet_right_after_orf	3648	3645	3	3440	3439	True	TAG	True
ENSG00000092931	extra_triplet_right_after_orf	2538	2535	3	1603	1601	True	TGA	True
ENSG00000092964	extra_triplet_right_after_orf	4603	4600	3	2129	2128	True	TAG	True
ENSG00000092969	extra_triplet_right_after_orf	5053	5050	3	1794	1793	True	TAA	True
ENSG00000092978	extra_triplet_right_after_orf	5851	5848	3	1696	1695	True	TAA	True
ENSG00000093000	extra_triplet_right_after_orf	5233	5230	3	1871	1870	True	TGA	True
ENSG00000093009	extra_triplet_right_after_orf	2072	2069	3	1938	1937	True	TAG	True
ENSG00000093010	extra_triplet_right_after_orf	2437	2434	3	1196	1195	True	TGA	True
ENSG00000093144	extra_triplet_right_after_orf	2585	2582	3	1427	1425	True	TAA	True
ENSG00000093167	extra_triplet_right_after_orf	3208	3205	3	2245	2244	True	TAG	True
ENSG00000093183	extra_triplet_right_after_orf	1380	1377	3	1054	1053	True	TGA	True
ENSG00000093217	extra_triplet_right_after_orf	3664	3661	3	1699	1698	True	TGA	True
ENSG00000094631	extra_triplet_right_after_orf	4190	4187	3	3824	3823	True	TAA	True
ENSG00000094804	extra_triplet_right_after_orf	4810	4807	3	2152	2151	True	TAA	True
ENSG00000094841	extra_triplet_right_after_orf	2186	2183	3	1095	1094	True	TAA	True
ENSG00000094880	extra_triplet_right_after_orf	3155	3152	3	1824	1822	True	TAG	True
ENSG00000094914	extra_triplet_right_after_orf	1840	1837	3	1805	1804	True	TAA	True
ENSG00000094916	extra_triplet_right_after_orf	11528	11525	3	711	710	True	TAA	True
ENSG00000094975	extra_triplet_right_after_orf	5916	5913	3	4340	4339	True	TAA	True
ENSG00000095002	extra_triplet_right_after_orf	3307	3304	3	3026	3025	True	TGA	True
ENSG00000095066	extra_triplet_right_after_orf	2513	2510	3	2232	2231	True	TGA	True
ENSG00000095139	extra_triplet_right_after_orf	4038	4035	3	1824	1821	True	TAA	True
ENSG00000095203	extra_triplet_right_after_orf	5800	5797	3	3219	3218	True	TGA	True
ENSG00000095209	extra_triplet_right_after_orf	3525	3522	3	991	990	True	TAA	True
ENSG00000095261	extra_triplet_right_after_orf	3443	3440	3	1589	1587	True	TGA	True
